donation_id,region,donation_year,donation_date,donor_full_name,donor_type,amount,political_party,party_leader,leader_change
246,Federal,2010,2010-06-19,ZjudovoLRc,Individuals,241.94,Conservative Party of Canada,Leader 1,FALSE
247,Federal,2010,2010-06-20,jYXXMjTGUk,Individuals,166.46,Conservative Party of Canada,Leader 1,FALSE
248,Federal,2010,2010-06-21,reVsjSfvgM,Individuals,76.67,New Democratic Party,Leader 1,FALSE
249,Federal,2010,2010-06-22,dnYgNhSYmL,Individuals,53.63,Liberal Party of Canada,Leader 1,FALSE
250,Federal,2010,2010-06-22,pwUJoYtvph,Individuals,239.01,Conservative Party of Canada,Leader 1,FALSE
251,Federal,2010,2010-06-23,GyWCrWucVc,Individuals,406.97,Liberal Party of Canada,Leader 1,FALSE
252,Federal,2010,2010-06-23,UnpcPAahpz,Individuals,141.85,Liberal Party of Canada,Leader 1,FALSE
253,Federal,2010,2010-06-24,LBNRZXrbkS,Individuals,25.02,Liberal Party of Canada,Leader 1,FALSE
254,Federal,2010,2010-06-26,nGGCFhQfUx,Individuals,37.12,New Democratic Party,Leader 1,FALSE
255,Federal,2010,2010-06-26,OPQtLjkwdt,Individuals,92.72,Conservative Party of Canada,Leader 1,FALSE
256,Federal,2010,2010-06-26,AuSSbTICvZ,Individuals,105.88,Conservative Party of Canada,Leader 1,FALSE
257,Federal,2010,2010-06-26,mUmELlCELD,Individuals,6.39,Liberal Party of Canada,Leader 1,FALSE
258,Federal,2010,2010-06-27,rDBpfPJAvO,Individuals,291.04,Liberal Party of Canada,Leader 1,FALSE
259,Federal,2010,2010-06-27,YPiRgopfRX,Individuals,699.82,Conservative Party of Canada,Leader 1,FALSE
260,Federal,2010,2010-06-28,LHwCtzGlCQ,Individuals,433.33,Liberal Party of Canada,Leader 1,FALSE
261,Federal,2010,2010-06-29,RxgnrlWdya,Individuals,176.13,Conservative Party of Canada,Leader 1,FALSE
262,Federal,2010,2010-06-29,oiZXRYWdcK,Individuals,21.16,Conservative Party of Canada,Leader 1,FALSE
263,Federal,2010,2010-06-30,IgUiOuvgyW,Individuals,11.86,Conservative Party of Canada,Leader 1,FALSE
264,Federal,2010,2010-07-02,MUEyzQBDhU,Individuals,485.93,Liberal Party of Canada,Leader 1,FALSE
265,Federal,2010,2010-07-02,fBnmGJZnlc,Individuals,391.06,Conservative Party of Canada,Leader 1,FALSE
266,Federal,2010,2010-07-02,IKsoqHZEFC,Individuals,200.04,Liberal Party of Canada,Leader 1,FALSE
267,Federal,2010,2010-07-02,RbmjgrwTll,Individuals,103,Conservative Party of Canada,Leader 1,FALSE
268,Federal,2010,2010-07-04,wgQycSELVm,Individuals,196.97,New Democratic Party,Leader 1,FALSE
269,Federal,2010,2010-07-04,yJzGJIabWp,Individuals,466.08,Liberal Party of Canada,Leader 1,FALSE
270,Federal,2010,2010-07-06,qGwhMGMqGL,Individuals,28.98,Liberal Party of Canada,Leader 1,FALSE
271,Federal,2010,2010-07-06,xAXIxhyVFa,Individuals,184.46,Conservative Party of Canada,Leader 1,FALSE
272,Federal,2010,2010-07-07,WykGgUHgiw,Individuals,202.95,Conservative Party of Canada,Leader 1,FALSE
273,Federal,2010,2010-07-08,KcliyQeRbM,Individuals,226.1,New Democratic Party,Leader 1,FALSE
274,Federal,2010,2010-07-13,fqhunRbYFu,Individuals,217.24,New Democratic Party,Leader 1,FALSE
275,Federal,2010,2010-07-13,GNzxyXFZHS,Individuals,260.87,Conservative Party of Canada,Leader 1,FALSE
276,Federal,2010,2010-07-14,mumKEJMhFL,Individuals,2.56,Liberal Party of Canada,Leader 1,FALSE
277,Federal,2010,2010-07-14,wXLncdQwUb,Individuals,1.78,Liberal Party of Canada,Leader 1,FALSE
278,Federal,2010,2010-07-15,kcBHZUYohX,Individuals,88.34,Conservative Party of Canada,Leader 1,FALSE
279,Federal,2010,2010-07-16,ajnbzOToGW,Individuals,255.14,Liberal Party of Canada,Leader 1,FALSE
280,Federal,2010,2010-07-16,MXDVWpVfce,Individuals,33.33,Liberal Party of Canada,Leader 1,FALSE
281,Federal,2010,2010-07-16,wDIAUWygUS,Individuals,208.94,New Democratic Party,Leader 1,FALSE
282,Federal,2010,2010-07-16,GtIvQgtZqU,Individuals,457.52,New Democratic Party,Leader 1,FALSE
283,Federal,2010,2010-07-17,ZmWmZWosVj,Individuals,103.27,Conservative Party of Canada,Leader 1,FALSE
284,Federal,2010,2010-07-18,QYkyVDhuFB,Individuals,121.93,Conservative Party of Canada,Leader 1,FALSE
285,Federal,2010,2010-07-18,llUXPPmzWj,Individuals,375.99,Liberal Party of Canada,Leader 1,FALSE
286,Federal,2010,2010-07-18,lexLfjorsi,Individuals,257.61,New Democratic Party,Leader 1,FALSE
287,Federal,2010,2010-07-18,uuYeipaaYu,Individuals,120.31,New Democratic Party,Leader 1,FALSE
288,Federal,2010,2010-07-20,cDkOGChoTp,Individuals,118.72,New Democratic Party,Leader 1,FALSE
289,Federal,2010,2010-07-20,QHQgoLDEOA,Individuals,37.09,Liberal Party of Canada,Leader 1,FALSE
290,Federal,2010,2010-07-21,cuMrmZFiFo,Individuals,61.18,New Democratic Party,Leader 1,FALSE
291,Federal,2010,2010-07-21,tvjJSaHEIE,Individuals,364.64,Liberal Party of Canada,Leader 1,FALSE
292,Federal,2010,2010-07-22,ADIwwDIpPa,Individuals,38.92,New Democratic Party,Leader 1,FALSE
293,Federal,2010,2010-07-22,OBbTYJeLXU,Individuals,111.12,Liberal Party of Canada,Leader 1,FALSE
294,Federal,2010,2010-07-23,ocCiwhfbsq,Individuals,72.95,Liberal Party of Canada,Leader 1,FALSE
295,Federal,2010,2010-07-23,CFWPMgIpjb,Individuals,34.49,Conservative Party of Canada,Leader 1,FALSE
296,Federal,2010,2010-07-24,HICfufvnbn,Individuals,9.26,New Democratic Party,Leader 1,FALSE
297,Federal,2010,2010-07-24,VupZahyebJ,Individuals,96.7,Conservative Party of Canada,Leader 1,FALSE
298,Federal,2010,2010-07-25,EdJSzfUwwh,Individuals,334.21,Conservative Party of Canada,Leader 1,FALSE
299,Federal,2010,2010-07-26,GgkSqPxqmT,Individuals,134.09,New Democratic Party,Leader 1,FALSE
300,Federal,2010,2010-07-27,yFmEAgXxfX,Individuals,26.55,New Democratic Party,Leader 1,FALSE
301,Federal,2010,2010-07-27,RiDKumMWHO,Individuals,34.4,Liberal Party of Canada,Leader 1,FALSE
302,Federal,2010,2010-07-27,USZHeUgETB,Individuals,693.18,New Democratic Party,Leader 1,FALSE
303,Federal,2010,2010-07-28,mjauiyWThs,Individuals,592.08,New Democratic Party,Leader 1,FALSE
304,Federal,2010,2010-07-30,OpNTDfRuwa,Individuals,118.21,Conservative Party of Canada,Leader 1,FALSE
305,Federal,2010,2010-08-01,XwRHdmVkCr,Individuals,44.9,New Democratic Party,Leader 1,FALSE
306,Federal,2010,2010-08-03,zMAbDMfzHU,Individuals,20.02,Conservative Party of Canada,Leader 1,FALSE
307,Federal,2010,2010-08-04,ousOkYEFia,Individuals,73.4,New Democratic Party,Leader 1,FALSE
308,Federal,2010,2010-08-05,ZoTPvGIARz,Individuals,159,Conservative Party of Canada,Leader 1,FALSE
309,Federal,2010,2010-08-05,qOxYUdGZCr,Individuals,210.09,New Democratic Party,Leader 1,FALSE
310,Federal,2010,2010-08-05,yOcRrIxVKp,Individuals,51.93,Liberal Party of Canada,Leader 1,FALSE
311,Federal,2010,2010-08-07,HdlWUtPtth,Individuals,42.74,Conservative Party of Canada,Leader 1,FALSE
312,Federal,2010,2010-08-07,mGlbPEnYWP,Individuals,573.95,Liberal Party of Canada,Leader 1,FALSE
313,Federal,2010,2010-08-08,TNykDtweyf,Individuals,37.39,Conservative Party of Canada,Leader 1,FALSE
314,Federal,2010,2010-08-09,FJTNGdoMqG,Individuals,198.29,Liberal Party of Canada,Leader 1,FALSE
315,Federal,2010,2010-08-10,uYeKBXMwqE,Individuals,898.88,Conservative Party of Canada,Leader 1,FALSE
316,Federal,2010,2010-08-10,ZnjMfGEMMm,Individuals,90.82,New Democratic Party,Leader 1,FALSE
317,Federal,2010,2010-08-10,vrYoDFqMsf,Individuals,200.15,Conservative Party of Canada,Leader 1,FALSE
318,Federal,2010,2010-08-11,QDKGVfGdKs,Individuals,17.48,Conservative Party of Canada,Leader 1,FALSE
319,Federal,2010,2010-08-11,eKDttwLMUC,Individuals,63.52,New Democratic Party,Leader 1,FALSE
320,Federal,2010,2010-08-13,hOwMoxlDIN,Individuals,157.14,Liberal Party of Canada,Leader 1,FALSE
321,Federal,2010,2010-08-14,EEkyUKajoI,Individuals,241.9,New Democratic Party,Leader 1,FALSE
322,Federal,2010,2010-08-14,yDmwbVMEXM,Individuals,22.32,New Democratic Party,Leader 1,FALSE
323,Federal,2010,2010-08-14,JxbEbTBcyj,Individuals,24.39,New Democratic Party,Leader 1,FALSE
324,Federal,2010,2010-08-16,aHhCdSbEFz,Individuals,49.49,Conservative Party of Canada,Leader 1,FALSE
325,Federal,2010,2010-08-17,kvdDAnsPKg,Individuals,285.65,Conservative Party of Canada,Leader 1,FALSE
326,Federal,2010,2010-08-17,XsYBtpFIwu,Individuals,101.45,Conservative Party of Canada,Leader 1,FALSE
327,Federal,2010,2010-08-17,IjFEPXGPvG,Individuals,86.87,Conservative Party of Canada,Leader 1,FALSE
328,Federal,2010,2010-08-17,GZfWVQjOkF,Individuals,100.28,Conservative Party of Canada,Leader 1,FALSE
329,Federal,2010,2010-08-18,hiscEPSAOM,Individuals,299.42,Conservative Party of Canada,Leader 1,FALSE
330,Federal,2010,2010-08-20,PHvUYhicTY,Individuals,207.96,Liberal Party of Canada,Leader 1,FALSE
331,Federal,2010,2010-08-22,YNpyZAupng,Individuals,293.76,New Democratic Party,Leader 1,FALSE
332,Federal,2010,2010-08-23,GsPLwlGuQW,Individuals,77.61,Liberal Party of Canada,Leader 1,FALSE
333,Federal,2010,2010-08-24,CsEnLGmsHX,Individuals,117.3,New Democratic Party,Leader 1,FALSE
334,Federal,2010,2010-08-28,UacoDpktVz,Individuals,718.53,Liberal Party of Canada,Leader 1,FALSE
335,Federal,2010,2010-08-29,MdqEkFhkvS,Individuals,158.19,Conservative Party of Canada,Leader 1,FALSE
336,Federal,2010,2010-08-30,TuEhZVwcYv,Individuals,72.54,Conservative Party of Canada,Leader 1,FALSE
337,Federal,2010,2010-08-31,HdJcIFvTix,Individuals,75.01,Liberal Party of Canada,Leader 1,FALSE
338,Federal,2010,2010-09-03,XJtjnbzJNy,Individuals,267.79,Liberal Party of Canada,Leader 1,FALSE
339,Federal,2010,2010-09-07,YhavFEeKrG,Individuals,38.66,Liberal Party of Canada,Leader 1,FALSE
340,Federal,2010,2010-09-07,BBHgnFMsme,Individuals,619.7,Liberal Party of Canada,Leader 1,FALSE
341,Federal,2010,2010-09-07,GktzeZXDkt,Individuals,309.93,Liberal Party of Canada,Leader 1,FALSE
342,Federal,2010,2010-09-07,IcXnpaLiYW,Individuals,146.7,New Democratic Party,Leader 1,FALSE
343,Federal,2010,2010-09-07,GtXdOimOxm,Individuals,391.52,Liberal Party of Canada,Leader 1,FALSE
344,Federal,2010,2010-09-08,IXiWuJZJaD,Individuals,16.96,New Democratic Party,Leader 1,FALSE
345,Federal,2010,2010-09-08,bUNuOwvjUf,Individuals,101.66,Liberal Party of Canada,Leader 1,FALSE
346,Federal,2010,2010-09-09,XCSSNSkotv,Individuals,51.95,Conservative Party of Canada,Leader 1,FALSE
347,Federal,2010,2010-09-09,IvNDJAXTMZ,Individuals,155.92,Liberal Party of Canada,Leader 1,FALSE
348,Federal,2010,2010-09-09,OKLGTVgsYr,Individuals,408.42,New Democratic Party,Leader 1,FALSE
349,Federal,2010,2010-09-09,LKpbONONao,Individuals,267.5,Liberal Party of Canada,Leader 1,FALSE
350,Federal,2010,2010-09-10,XyBspjoAyv,Individuals,4.63,New Democratic Party,Leader 1,FALSE
351,Federal,2010,2010-09-11,bocDSIsaSD,Individuals,69.88,New Democratic Party,Leader 1,FALSE
352,Federal,2010,2010-09-11,RWlrykehwy,Individuals,98.13,New Democratic Party,Leader 1,FALSE
353,Federal,2010,2010-09-11,vMotUAxxkX,Individuals,86.89,Conservative Party of Canada,Leader 1,FALSE
354,Federal,2010,2010-09-12,aazLgvmSHl,Individuals,609.99,Liberal Party of Canada,Leader 1,FALSE
355,Federal,2010,2010-09-12,pIOATSYcIv,Individuals,190.22,New Democratic Party,Leader 1,FALSE
356,Federal,2010,2010-09-13,WgtRdQqydA,Individuals,117.29,Conservative Party of Canada,Leader 1,FALSE
357,Federal,2010,2010-09-13,RshlFvVYnF,Individuals,59.62,New Democratic Party,Leader 1,FALSE
358,Federal,2010,2010-09-13,etJNBKMWJA,Individuals,144.1,New Democratic Party,Leader 1,FALSE
359,Federal,2010,2010-09-14,stRBDdyqEj,Individuals,3.4,Conservative Party of Canada,Leader 1,FALSE
360,Federal,2010,2010-09-16,ePIGTxiOQx,Individuals,101.14,New Democratic Party,Leader 1,FALSE
361,Federal,2010,2010-09-16,mMMNcIoYFI,Individuals,49.57,New Democratic Party,Leader 1,FALSE
362,Federal,2010,2010-09-17,yONMgxZwFY,Individuals,166.44,Liberal Party of Canada,Leader 1,FALSE
363,Federal,2010,2010-09-17,IlbCYGGenS,Individuals,178.99,New Democratic Party,Leader 1,FALSE
364,Federal,2010,2010-09-17,CtQyaytUNO,Individuals,219.45,Liberal Party of Canada,Leader 1,FALSE
365,Federal,2010,2010-09-17,WpYZvktNqP,Individuals,144.48,New Democratic Party,Leader 1,FALSE
366,Federal,2010,2010-09-21,eUVhBFhmWd,Individuals,387.77,Conservative Party of Canada,Leader 1,FALSE
367,Federal,2010,2010-09-22,TJAdnFwupu,Individuals,211.76,Liberal Party of Canada,Leader 1,FALSE
368,Federal,2010,2010-09-23,kFcHSQGZFF,Individuals,81.86,Liberal Party of Canada,Leader 1,FALSE
369,Federal,2010,2010-09-24,OMqhrMMacu,Individuals,93.14,Liberal Party of Canada,Leader 1,FALSE
370,Federal,2010,2010-09-24,vbHXXdiLiZ,Individuals,104.84,New Democratic Party,Leader 1,FALSE
371,Federal,2010,2010-09-25,RDmFkFhFMb,Individuals,455.18,New Democratic Party,Leader 1,FALSE
372,Federal,2010,2010-09-25,pQzXOynkUv,Individuals,910.97,New Democratic Party,Leader 1,FALSE
373,Federal,2010,2010-09-26,FwjFpoKcjO,Individuals,547.87,Conservative Party of Canada,Leader 1,FALSE
374,Federal,2010,2010-09-26,OZSLYUyPcz,Individuals,180.68,Liberal Party of Canada,Leader 1,FALSE
375,Federal,2010,2010-09-26,CPObIXpGgd,Individuals,85.16,New Democratic Party,Leader 1,FALSE
376,Federal,2010,2010-09-26,STAfChQPjX,Individuals,41.52,Liberal Party of Canada,Leader 1,FALSE
377,Federal,2010,2010-09-27,foDoQPgtZQ,Individuals,229.74,New Democratic Party,Leader 1,FALSE
378,Federal,2010,2010-09-27,PbkOjTYKhC,Individuals,72.41,Liberal Party of Canada,Leader 1,FALSE
379,Federal,2010,2010-09-28,NIqGnvWMED,Individuals,280.63,Conservative Party of Canada,Leader 1,FALSE
380,Federal,2010,2010-09-29,USotjSPHNy,Individuals,77.04,New Democratic Party,Leader 1,FALSE
381,Federal,2010,2010-09-29,lwPRpQsyYO,Individuals,17.1,Liberal Party of Canada,Leader 1,FALSE
382,Federal,2010,2010-09-29,GGuWyIjbhv,Individuals,184.11,Liberal Party of Canada,Leader 1,FALSE
383,Federal,2010,2010-09-30,lcqCnSctzA,Individuals,381.59,Liberal Party of Canada,Leader 1,FALSE
384,Federal,2010,2010-10-01,XLUrFttbge,Individuals,17.11,Liberal Party of Canada,Leader 1,FALSE
385,Federal,2010,2010-10-01,xHzAIibKis,Individuals,44.42,New Democratic Party,Leader 1,FALSE
386,Federal,2010,2010-10-01,YRJwBfzYoC,Individuals,258.48,Liberal Party of Canada,Leader 1,FALSE
387,Federal,2010,2010-10-02,IBVDHtPJaS,Individuals,24.8,New Democratic Party,Leader 1,FALSE
388,Federal,2010,2010-10-03,fuCiptWukw,Individuals,157.08,Conservative Party of Canada,Leader 1,FALSE
389,Federal,2010,2010-10-04,GrHVmBhoAH,Individuals,238.52,Liberal Party of Canada,Leader 1,FALSE
390,Federal,2010,2010-10-04,NMgMPuSmJV,Individuals,238.43,Conservative Party of Canada,Leader 1,FALSE
391,Federal,2010,2010-10-05,UXtYIFnqwK,Individuals,143.19,Liberal Party of Canada,Leader 1,FALSE
392,Federal,2010,2010-10-07,vJZhAxumbG,Individuals,699.55,Conservative Party of Canada,Leader 1,FALSE
393,Federal,2010,2010-10-09,nnyTOTpYYR,Individuals,140.61,Liberal Party of Canada,Leader 1,FALSE
394,Federal,2010,2010-10-09,vmOQmeBJYo,Individuals,640.02,New Democratic Party,Leader 1,FALSE
395,Federal,2010,2010-10-09,oSFjqvQeMN,Individuals,439.41,Conservative Party of Canada,Leader 1,FALSE
396,Federal,2010,2010-10-09,EIIRkRXWHT,Individuals,37.35,Conservative Party of Canada,Leader 1,FALSE
397,Federal,2010,2010-10-10,hFULczsGYc,Individuals,91.19,New Democratic Party,Leader 1,FALSE
398,Federal,2010,2010-10-10,ulHsgbkxzC,Individuals,134.03,Liberal Party of Canada,Leader 1,FALSE
399,Federal,2010,2010-10-10,BMpiWhkEMl,Individuals,697.25,Conservative Party of Canada,Leader 1,FALSE
400,Federal,2010,2010-10-11,fAbMZvyKDi,Individuals,72.02,Conservative Party of Canada,Leader 1,FALSE
401,Federal,2010,2010-10-12,WErLIfZkLQ,Individuals,192.2,New Democratic Party,Leader 1,FALSE
402,Federal,2010,2010-10-16,mwKzVuWcLL,Individuals,96.98,Liberal Party of Canada,Leader 1,FALSE
403,Federal,2010,2010-10-17,QRqNuEdIcG,Individuals,212.11,Liberal Party of Canada,Leader 1,FALSE
404,Federal,2010,2010-10-17,BdmgKRQAug,Individuals,103.59,Conservative Party of Canada,Leader 1,FALSE
405,Federal,2010,2010-10-17,bUuxJXKXRS,Individuals,302.81,Conservative Party of Canada,Leader 1,FALSE
406,Federal,2010,2010-10-18,oFxrFZonhR,Individuals,14.22,Liberal Party of Canada,Leader 1,FALSE
407,Federal,2010,2010-10-18,HMySuvmffO,Individuals,116.51,New Democratic Party,Leader 1,FALSE
408,Federal,2010,2010-10-19,wihLmNgRTw,Individuals,330.78,New Democratic Party,Leader 1,FALSE
409,Federal,2010,2010-10-19,tUtXjLmdsV,Individuals,64.42,Conservative Party of Canada,Leader 1,FALSE
410,Federal,2010,2010-10-20,rnYZXjsEdD,Individuals,43.75,New Democratic Party,Leader 1,FALSE
411,Federal,2010,2010-10-21,DXHEwMGzEc,Individuals,8.96,New Democratic Party,Leader 1,FALSE
412,Federal,2010,2010-10-22,nNgBKHcOit,Individuals,17.64,Liberal Party of Canada,Leader 1,FALSE
413,Federal,2010,2010-10-23,ORSkVOGEfW,Individuals,142.32,Conservative Party of Canada,Leader 1,FALSE
414,Federal,2010,2010-10-23,sQwIfLCZmH,Individuals,66.77,New Democratic Party,Leader 1,FALSE
415,Federal,2010,2010-10-24,UlkwCylEMH,Individuals,72.53,New Democratic Party,Leader 1,FALSE
416,Federal,2010,2010-10-25,vRlwgSBqbb,Individuals,517.67,Liberal Party of Canada,Leader 1,FALSE
417,Federal,2010,2010-10-25,uymSKZcPBo,Individuals,714.34,New Democratic Party,Leader 1,FALSE
418,Federal,2010,2010-10-27,fFHXFZmwOt,Individuals,24.51,Conservative Party of Canada,Leader 1,FALSE
419,Federal,2010,2010-10-27,QLFWaSIeGw,Individuals,153.08,Liberal Party of Canada,Leader 1,FALSE
420,Federal,2010,2010-10-31,TvISSDfsfn,Individuals,270.73,Liberal Party of Canada,Leader 1,FALSE
421,Federal,2010,2010-10-31,teIymdYuMl,Individuals,513.58,New Democratic Party,Leader 1,FALSE
422,Federal,2010,2010-11-01,RAXDfPjuzX,Individuals,187.2,Liberal Party of Canada,Leader 1,FALSE
423,Federal,2010,2010-11-01,ippnnkWSZb,Individuals,84.2,Conservative Party of Canada,Leader 1,FALSE
424,Federal,2010,2010-11-01,VqHQWLiCMf,Individuals,171.59,Conservative Party of Canada,Leader 1,FALSE
425,Federal,2010,2010-11-03,muEGibeONP,Individuals,30.64,Liberal Party of Canada,Leader 1,FALSE
426,Federal,2010,2010-11-04,TuyFOOWzaX,Individuals,367.19,Conservative Party of Canada,Leader 1,FALSE
427,Federal,2010,2010-11-05,ppHZNDbyoT,Individuals,38.75,Conservative Party of Canada,Leader 1,FALSE
428,Federal,2010,2010-11-05,GbIxGlKlHC,Individuals,570.55,New Democratic Party,Leader 1,FALSE
429,Federal,2010,2010-11-08,RwSOaIGVnQ,Individuals,183.03,New Democratic Party,Leader 1,FALSE
430,Federal,2010,2010-11-09,OrFeQKYzly,Individuals,112.56,New Democratic Party,Leader 1,FALSE
431,Federal,2010,2010-11-09,FkjFjlZdXf,Individuals,33.67,Conservative Party of Canada,Leader 1,FALSE
432,Federal,2010,2010-11-09,gApvYXDyhp,Individuals,332.89,Conservative Party of Canada,Leader 1,FALSE
433,Federal,2010,2010-11-10,VbVcwdnwOg,Individuals,0.38,Conservative Party of Canada,Leader 1,FALSE
434,Federal,2010,2010-11-10,yyUDfuDoFS,Individuals,32.48,Liberal Party of Canada,Leader 1,FALSE
435,Federal,2010,2010-11-10,jOGLlSjJgb,Individuals,132.8,New Democratic Party,Leader 1,FALSE
436,Federal,2010,2010-11-11,weCuuHFUBm,Individuals,383.67,Liberal Party of Canada,Leader 1,FALSE
437,Federal,2010,2010-11-11,toxdzWtEgc,Individuals,206.99,Liberal Party of Canada,Leader 1,FALSE
438,Federal,2010,2010-11-12,dMHLprLfJN,Individuals,140.7,New Democratic Party,Leader 1,FALSE
439,Federal,2010,2010-11-12,rXKlOxKGpN,Individuals,175.12,New Democratic Party,Leader 1,FALSE
440,Federal,2010,2010-11-12,wgGnwwXnvg,Individuals,391.81,Liberal Party of Canada,Leader 1,FALSE
441,Federal,2010,2010-11-13,zhKqWtNRbu,Individuals,143.44,New Democratic Party,Leader 1,FALSE
442,Federal,2010,2010-11-14,XeDJRLdjgy,Individuals,308.32,Conservative Party of Canada,Leader 1,FALSE
443,Federal,2010,2010-11-14,EGGCmkZszp,Individuals,138.44,Conservative Party of Canada,Leader 1,FALSE
444,Federal,2010,2010-11-14,VKLMupDblh,Individuals,814.44,Conservative Party of Canada,Leader 1,FALSE
445,Federal,2010,2010-11-14,UMWhuuXGMG,Individuals,534.33,Conservative Party of Canada,Leader 1,FALSE
446,Federal,2010,2010-11-15,ZlSMHxiOqN,Individuals,206.41,New Democratic Party,Leader 1,FALSE
447,Federal,2010,2010-11-15,DsJIIVjwJA,Individuals,109.69,Conservative Party of Canada,Leader 1,FALSE
448,Federal,2010,2010-11-15,GjEKhijSvL,Individuals,198.3,New Democratic Party,Leader 1,FALSE
449,Federal,2010,2010-11-16,wwfonQkQqT,Individuals,80,Liberal Party of Canada,Leader 1,FALSE
450,Federal,2010,2010-11-17,CMwJriczBx,Individuals,216.26,New Democratic Party,Leader 1,FALSE
451,Federal,2010,2010-11-18,cHSWkwVPmK,Individuals,71.19,Liberal Party of Canada,Leader 1,FALSE
452,Federal,2010,2010-11-18,MWTqXblHdB,Individuals,10.55,New Democratic Party,Leader 1,FALSE
453,Federal,2010,2010-11-19,PbIfFWebTo,Individuals,587.51,New Democratic Party,Leader 1,FALSE
454,Federal,2010,2010-11-19,FIFOSLelBB,Individuals,13.2,Liberal Party of Canada,Leader 1,FALSE
455,Federal,2010,2010-11-20,svdkxOdpIc,Individuals,295.11,Liberal Party of Canada,Leader 1,FALSE
456,Federal,2010,2010-11-21,tsntdJwOca,Individuals,269.43,Liberal Party of Canada,Leader 1,FALSE
457,Federal,2010,2010-11-22,QSDmVzfiTf,Individuals,225.27,Conservative Party of Canada,Leader 1,FALSE
458,Federal,2010,2010-11-23,xrZVXUCzlN,Individuals,299.76,Liberal Party of Canada,Leader 1,FALSE
459,Federal,2010,2010-11-24,ezfFEexIll,Individuals,11.06,New Democratic Party,Leader 1,FALSE
460,Federal,2010,2010-11-25,hYiNIdoWGY,Individuals,25.4,Conservative Party of Canada,Leader 1,FALSE
461,Federal,2010,2010-11-26,DhAIPcJlBL,Individuals,7.97,New Democratic Party,Leader 1,FALSE
462,Federal,2010,2010-11-27,VvZBBoghUp,Individuals,726.39,New Democratic Party,Leader 1,FALSE
463,Federal,2010,2010-11-28,OaxuRwskdB,Individuals,87.5,Conservative Party of Canada,Leader 1,FALSE
